ID Proof,Location,Division,Department,Visitor Name,Visitor Mobile,Access Card,Visitor Company,To Meet,Remarks,Time In,Time Out,Visit Duration,Logged Out,Host Log,Pass ID,Auth By,Questions,Type of Visitor,Assets
6.00E+11,Mumbai,,CFD,Kristyn Diwell,2251048960,L-401/P,Skyble,Atlanta De Lasci,,07 Sep 2022 05:50AM,,,Manually,,SEBI/78043453/63,,"Laptop Sr. No. :,Place of Meeting: 5VX FLR",Vendor,NA
3.88E+11,Mumbai,,PNS,Elbertine Snellman,2555389535,R-877/P,Kwinu,Ricki Rubinowitch,,07 Oct 2022 03:19PM,27/12/21 18:11,,,,SEBI/03397919/93,,"Laptop Sr. No. :,Place of Meeting: 7FL FLR",Visitor,NA
4.83E+11,Mumbai,Corporate,LIB,Veradis Kelle,1583586615,R-770/P,Brainlounge,Rebbecca Van Waadenburg,BY CALL,26 Sep 2022 08:07AM,,,,,SEBI/59361177/68,,"Laptop Sr. No. :,Place of Meeting: 2HA FLR",,NA
9.75E+11,Mumbai,,GSD,Christi Nodes,4134349596,H-351/P,Tagfeed,Arv Kinson,,13 Oct 2022 07:33PM,12/06/22 03:29,,,,SEBI/46143311/98,,"Laptop Sr. No. :,Place of Meeting: 2QZ FLR",,NA
6.41E+11,Mumbai,Corporate,IVD,Cherise Staig,9579153683,G-648/P,Zoonoodle,Clark Ayre,BY CALL,08 Oct 2022 10:49PM,,,,,SEBI/11475730/06,,"Laptop Sr. No. :,Place of Meeting: 8IO FLR",Visitor,NA
9.26E+11,Mumbai,Corporate,OIAE,Bryna Stroobant,5524577661,F-919/P,Mynte,Barty Mattecot,AS PER NID,13 Sep 2022 04:58PM,,,,,SEBI/27215046/09,,"Laptop Sr. No. :,Place of Meeting: 8ZY FLR",Vendor,NA
2.89E+11,Mumbai,Corporate,FMD,Misty Wraxall,2226173026,E-355/P,Linkbridge,Tobias Winwood,BY MAIL,24 Sep 2022 08:33PM,,,,,SEBI/30120870/09,,"Laptop Sr. No. :,Place of Meeting: 6HG FLR",Visitor,NA
3.75E+11,Mumbai,Corporate,OIAE,Carolyne Worland,1306116286,Q-951/P,Wikivu,Bellina D'Aeth,BY CALL,25 Sep 2022 11:58PM,29/11/22 07:07,,,,SEBI/09870269/19,,"Laptop Sr. No. :,Place of Meeting: 5BE FLR",Visitor,NA
1.77E+11,Mumbai,Corporate,OCH,Axel Tremollet,4579408216,S-309/P,Yambee,Hugo Tumilty,AS PER NID,03 Sep 2022 07:08PM,09/11/22 10:14,,,,SEBI/29270342/52,,"Laptop Sr. No. :,Place of Meeting: 9OU FLR",Visitor,NA
1.46E+11,Mumbai,,MIRSD,Stevena Unwin,4877735961,A-702/P,Digitube,Boy Laxtonne,,30 Sep 2022 08:24PM,26/10/22 11:25,,,,SEBI/96984304/14,,"Laptop Sr. No. :,Place of Meeting: 3VB FLR",,NA
6.69E+11,Mumbai,Corporate,OCH,Bart Paoloni,6662044283,H-442/P,Browsezoom,Michale Carlisle,BY MAIL,04 Sep 2022 11:20AM,17/12/21 18:01,,,,SEBI/89107249/99,,"Laptop Sr. No. :,Place of Meeting: 1LX FLR",Visitor,NA
1.62E+11,Mumbai,Corporate,OCH,Theresina Izak,5378227563,S-712/P,Meedoo,Rhea Lippett,BY CALL,09 Sep 2022 09:41PM,27/03/22 09:07,,,,SEBI/39369344/07,,"Laptop Sr. No. :,Place of Meeting: 8QY FLR",,NA
4.98E+11,Mumbai,Corporate,PNS,Simona Pounds,5881993966,A-625/P,Thoughtstorm,Albert Pillifant,AS PER NID,19 Oct 2022 06:00AM,,,,,SEBI/52586657/42,,"Laptop Sr. No. :,Place of Meeting: 4PN FLR",,NA
3.97E+11,Mumbai,Corporate,FMD,Pail Abramsky,3148861859,E-047/P,Wikizz,Ode Holson,BY CALL,22 Sep 2022 12:36AM,,,,,SEBI/60264388/56,,"Laptop Sr. No. :,Place of Meeting: 6UK FLR",Visitor,NA
4.14E+11,Mumbai,,FMD,Christan Ince,2608051389,Q-746/P,Mynte,Florri Marushak,,24 Sep 2022 03:31AM,,,,,SEBI/25831115/15,,"Laptop Sr. No. :,Place of Meeting: 2MP FLR",Vendor,NA
6.75E+11,Mumbai,Corporate,OIAE,Joshuah Krimmer,7802105706,F-251/P,Zoozzy,Karoly Kohler,BY CALL,05 Sep 2022 06:31PM,,,,,SEBI/76581972/37,,"Laptop Sr. No. :,Place of Meeting: 7SP FLR",,NA
1.90E+11,Mumbai,Corporate,PNS,Jerrold Bowles,7094188214,G-604/P,Buzzbean,Editha Nolte,AS PER NID,24 Oct 2022 02:53PM,20/03/22 05:08,,,,SEBI/12062717/19,,"Laptop Sr. No. :,Place of Meeting: 1NZ FLR",Vendor,NA
8.87E+11,Mumbai,Corporate,MIRSD,Donelle Halson,8606601873,G-413/P,Fivespan,Berty Cresar,AS PER NID,30 Sep 2022 03:00PM,,,,,SEBI/22396660/81,,"Laptop Sr. No. :,Place of Meeting: 1MC FLR",,NA
8.83E+11,Mumbai,Corporate,IDT,Sherwood Greenleaf,5916573809,R-856/P,Yombu,Eugenia Vize,BY MAIL,01 Oct 2022 12:37AM,07/11/21 20:38,,,,SEBI/27787979/74,,"Laptop Sr. No. :,Place of Meeting: 5QU FLR",,NA
9.47E+11,Mumbai,,GSD,Yolanda Grelka,7253008724,U-062/P,Abata,Guido Pearsey,,13 Oct 2022 10:13AM,,,,,SEBI/93173284/21,,"Laptop Sr. No. :,Place of Meeting: 4CD FLR",Visitor,NA
1.60E+11,Mumbai,Corporate,LIB,Marian Dow,4459185259,M-966/P,Realpoint,Benita Pietrzyk,AS PER NID,02 Oct 2022 02:23AM,29/08/22 04:53,,Manually,,SEBI/97615223/39,,"Laptop Sr. No. :,Place of Meeting: 8ZV FLR",,NA
7.84E+11,Mumbai,Corporate,OIAE,Law Ackwood,6518287038,C-298/P,Photojam,Jonie Davana,AS PER NID,10 Sep 2022 06:38AM,14/04/22 08:30,,,,SEBI/52528329/19,,"Laptop Sr. No. :,Place of Meeting: 5NC FLR",Visitor,NA
3.33E+11,Mumbai,Corporate,IDT,Chanda McConway,1752834399,U-916/P,Jetpulse,Dannye Pockett,BY CALL,20 Oct 2022 11:35AM,,,,,SEBI/98286145/68,,"Laptop Sr. No. :,Place of Meeting: 6OF FLR",Vendor,NA
4.79E+11,Mumbai,Corporate,LIB,Lockwood Hawkey,1167827904,S-306/P,Kaymbo,Tine Bamell,AS PER NID,20 Oct 2022 07:21PM,,,,,SEBI/56790659/41,,"Laptop Sr. No. :,Place of Meeting: 0RB FLR",,NA
6.94E+11,Mumbai,,FMD,Bettye Briggs,6278341693,E-107/P,Dynabox,Kylila Millom,,07 Sep 2022 08:16PM,27/03/22 02:22,,,,SEBI/65514689/41,,"Laptop Sr. No. :,Place of Meeting: 7LJ FLR",Visitor,NA
4.74E+11,Mumbai,Corporate,MIRSD,Marisa Westnage,9614525755,B-685/P,Gabtune,Kori Fromont,AS PER NID,05 Oct 2022 07:23AM,01/03/22 04:16,,,,SEBI/52276681/23,,"Laptop Sr. No. :,Place of Meeting: 4XB FLR",Visitor,NA
5.34E+11,Mumbai,,FMD,Ronald Raffin,6453295437,D-284/P,Trunyx,Shawna Ratnege,,05 Sep 2022 10:53AM,07/01/22 09:10,,Manually,,SEBI/05395781/42,,"Laptop Sr. No. :,Place of Meeting: 4WZ FLR",Vendor,NA
3.46E+11,Mumbai,Corporate,MIRSD,Meggie Gatheridge,1721231827,J-377/P,Babbleopia,Kaye Gianolini,AS PER NID,27 Oct 2022 01:35PM,29/09/22 02:17,,Manually,,SEBI/11361353/68,,"Laptop Sr. No. :,Place of Meeting: 3QP FLR",Visitor,NA
6.50E+11,Mumbai,Corporate,FMD,Brendan Hedges,3372279186,S-339/P,Lazz,Juanita Spat,BY CALL,29 Oct 2022 08:30AM,12/12/21 10:36,,,,SEBI/19398061/84,,"Laptop Sr. No. :,Place of Meeting: 6LD FLR",,NA
3.00E+11,Mumbai,Corporate,IVD,Valdemar Cosbee,9912075837,H-758/P,Brainsphere,Olia Beckingham,AS PER NID,07 Oct 2022 03:50PM,,,,,SEBI/07585664/41,,"Laptop Sr. No. :,Place of Meeting: 6JB FLR",Visitor,NA
7.27E+11,Mumbai,Corporate,LIB,Vivi Spens,2768295207,Z-493/P,Youspan,Justis Perelli,BY MAIL,27 Sep 2022 02:43PM,,,,,SEBI/88055465/42,,"Laptop Sr. No. :,Place of Meeting: 8EH FLR",,NA
7.71E+11,Mumbai,Corporate,OCH,Domenic Tschersich,2142375502,I-203/P,Eadel,Marwin Siward,AS PER NID,06 Sep 2022 12:03AM,15/12/21 22:05,,,,SEBI/01053127/33,,"Laptop Sr. No. :,Place of Meeting: 1QQ FLR",Vendor,NA
4.43E+11,Mumbai,Corporate,GSD,Magdalene Paudin,8768870541,F-240/P,Skimia,Wilden Capewell,AS PER NID,29 Sep 2022 10:05PM,09/02/22 03:44,,,,SEBI/54905528/13,,"Laptop Sr. No. :,Place of Meeting: 2LN FLR",,NA
5.52E+11,Mumbai,Corporate,IVD,Fania MacMakin,1297886334,P-280/P,Yoveo,Caleb Mogra,AS PER NID,02 Nov 2022 09:14PM,19/02/22 14:27,,,,SEBI/99066193/15,,"Laptop Sr. No. :,Place of Meeting: 7ZK FLR",Visitor,NA
8.61E+11,Mumbai,,GSD,Yank Buttwell,1509359175,V-927/P,Wordware,Freeman Eliassen,,01 Sep 2022 11:40PM,03/09/22 09:33,,,,SEBI/55279134/50,,"Laptop Sr. No. :,Place of Meeting: 7KE FLR",Visitor,NA
9.99E+11,Mumbai,Corporate,OCH,Raeann Handford,7017795719,A-332/P,Trudoo,Edy Nelson,AS PER NID,24 Oct 2022 11:59PM,22/04/22 12:56,,,,SEBI/61010189/08,,"Laptop Sr. No. :,Place of Meeting: 8BP FLR",Visitor,NA
2.57E+11,Mumbai,Corporate,PNS,Shadow Mathiassen,3951891381,T-784/P,Thoughtblab,Josi Press,AS PER NID,10 Sep 2022 12:47AM,,,,,SEBI/49379859/88,,"Laptop Sr. No. :,Place of Meeting: 1AT FLR",,NA
6.60E+11,Mumbai,Corporate,IVD,Terry Brims,3392989730,B-495/P,Skidoo,Sukey McKinty,AS PER NID,08 Sep 2022 07:32PM,26/12/21 15:11,,Manually,,SEBI/87370494/09,,"Laptop Sr. No. :,Place of Meeting: 5LY FLR",Visitor,NA
7.91E+11,Mumbai,,FMD,Haywood Abbs,4564755498,N-977/P,Tazz,Conan Sandey,,27 Sep 2022 09:06PM,12/06/22 07:51,,Manually,,SEBI/85578315/01,,"Laptop Sr. No. :,Place of Meeting: 9BV FLR",Visitor,NA
3.06E+11,Mumbai,Corporate,OIAE,Archibold Brunn,6003375120,Z-674/P,Camimbo,Dyann Callar,BY MAIL,23 Sep 2022 09:10PM,22/01/22 01:59,,,,SEBI/20207871/71,,"Laptop Sr. No. :,Place of Meeting: 8JF FLR",Vendor,NA
6.93E+11,Mumbai,Corporate,MIRSD,Sibella Mainwaring,9098419241,V-981/P,Rooxo,Kurt Comber,BY CALL,10 Sep 2022 09:45AM,,,,,SEBI/96883490/96,,"Laptop Sr. No. :,Place of Meeting: 1PD FLR",Vendor,NA
5.09E+11,Mumbai,Corporate,OIAE,Ervin Ninotti,9869360957,W-227/P,Fiveclub,Keefe Smardon,BY CALL,11 Sep 2022 05:28AM,,,,,SEBI/66538047/20,,"Laptop Sr. No. :,Place of Meeting: 3VN FLR",,NA
5.22E+11,Mumbai,,GSD,Duane Simla,6749222100,Q-978/P,Tazzy,Benito Follin,,20 Sep 2022 09:20AM,08/06/22 02:42,,,,SEBI/52586853/71,,"Laptop Sr. No. :,Place of Meeting: 8NC FLR",Visitor,NA
2.54E+11,Mumbai,,CFD,Gisella Metheringham,5817205924,K-191/P,Devshare,Adaline Winch,,12 Oct 2022 04:42AM,,,,,SEBI/32338227/04,"""""","Laptop Sr. No. :,Place of Meeting: 7JR FLR",Vendor,NA
2.33E+11,Mumbai,,PNS,Tyler McGonagle,7319413254,O-197/P,Skinte,Annabelle Godball,,25 Oct 2022 05:02PM,17/08/22 21:44,,Manually,,SEBI/57409430/85,,"Laptop Sr. No. :,Place of Meeting: 9SH FLR",Visitor,NA
2.85E+11,Mumbai,,GSD,Deloris Tonn,4269251144,Z-692/P,Skyba,Mariya Smouten,,20 Sep 2022 02:14AM,,,Manually,,SEBI/83509393/90,,"Laptop Sr. No. :,Place of Meeting: 3VF FLR",Visitor,NA
1.52E+11,Mumbai,,PNS,Bonnibelle Heddon,4675132161,T-734/P,Camido,Niki MacNeely,,08 Sep 2022 11:14AM,02/12/22 17:58,,,,SEBI/20245741/82,,"Laptop Sr. No. :,Place of Meeting: 9EU FLR",Visitor,NA
4.54E+11,Mumbai,Corporate,MIRSD,Aigneis Kassidy,7985813011,B-461/P,Trudoo,Martin Palk,BY CALL,07 Sep 2022 01:43PM,06/04/22 08:15,,,,SEBI/75325147/52,,"Laptop Sr. No. :,Place of Meeting: 1HE FLR",Vendor,NA
1.31E+11,Mumbai,Corporate,IDT,Crysta Heaford,2522947771,F-661/P,Digitube,Sergent Partleton,BY MAIL,09 Sep 2022 07:57AM,17/08/22 09:17,,Manually,,SEBI/46459671/13,,"Laptop Sr. No. :,Place of Meeting: 5KV FLR",,NA
3.15E+11,Mumbai,Corporate,PNS,Igor Killeley,5152764689,F-440/P,Jabbertype,Tobie Loos,BY MAIL,20 Sep 2022 10:29AM,10/10/22 00:31,,,,SEBI/78425138/48,,"Laptop Sr. No. :,Place of Meeting: 5IR FLR",Vendor,NA
9.35E+11,Mumbai,Corporate,GSD,Orton Sussams,5812223960,X-597/P,Tagpad,Stevie Wabersinke,BY CALL,04 Oct 2022 04:36PM,,,,,SEBI/33751216/36,,"Laptop Sr. No. :,Place of Meeting: 0FC FLR",,NA
2.68E+11,Mumbai,,MIRSD,Henryetta Blankenship,1925125213,A-609/P,Kaymbo,Gaby Varden,,15 Sep 2022 10:05AM,,,,,SEBI/37790772/98,,"Laptop Sr. No. :,Place of Meeting: 5IL FLR",Visitor,NA
7.64E+11,Mumbai,Corporate,MIRSD,Cointon Bilbee,6936149164,O-537/P,Podcat,Verene Jutson,AS PER NID,04 Sep 2022 01:25AM,,,,,SEBI/51191811/77,,"Laptop Sr. No. :,Place of Meeting: 0VL FLR",Visitor,NA
8.18E+11,Mumbai,Corporate,FMD,Dasha Doggett,9883778771,A-941/P,Riffwire,Aveline Marrington,BY MAIL,23 Sep 2022 01:20PM,08/10/22 15:31,,Manually,,SEBI/88923933/28,,"Laptop Sr. No. :,Place of Meeting: 3JK FLR",Vendor,NA
2.32E+11,Mumbai,,OIAE,Gweneth Eates,5031804007,Y-245/P,Layo,Jacqui Aldie,,27 Oct 2022 02:18PM,,,,,SEBI/56090277/26,,"Laptop Sr. No. :,Place of Meeting: 1US FLR",Vendor,NA
8.27E+11,Mumbai,Corporate,PNS,Shay Kynston,2881209918,L-598/P,Mynte,Angelica Arundale,BY CALL,08 Sep 2022 01:12PM,,,Manually,,SEBI/86417454/13,,"Laptop Sr. No. :,Place of Meeting: 7FZ FLR",Vendor,NA
5.55E+11,Mumbai,,IDT,Keith Horsburgh,8928993240,G-289/P,Ozu,Greer Woodlands,,06 Oct 2022 10:35PM,21/08/22 15:44,,,,SEBI/90667200/30,,"Laptop Sr. No. :,Place of Meeting: 6CQ FLR",Visitor,NA
1.53E+11,Mumbai,Corporate,LIB,Fawnia Langran,2995915285,N-047/P,Voonyx,Brnaba Bartelet,BY CALL,18 Oct 2022 01:29PM,,,Manually,,SEBI/37832919/72,,"Laptop Sr. No. :,Place of Meeting: 4XV FLR",Visitor,NA
9.73E+11,Mumbai,,OCH,Alejandrina Kinkade,4943695828,X-914/P,Flashspan,Emlen Bemand,,22 Oct 2022 04:48AM,11/11/21 08:56,,,,SEBI/09737603/05,,"Laptop Sr. No. :,Place of Meeting: 2AG FLR",Visitor,NA
4.53E+11,Mumbai,Corporate,CFD,Winnifred Boutell,3625673979,X-471/P,Flipbug,Foster Gurys,BY CALL,03 Sep 2022 02:58PM,27/03/22 14:10,,,,SEBI/16697682/06,,"Laptop Sr. No. :,Place of Meeting: 9CA FLR",Vendor,NA
4.86E+11,Mumbai,Corporate,CFD,Gay Gherarducci,5732560097,A-504/P,Babbleset,Doretta Stimson,AS PER NID,16 Oct 2022 01:18PM,,,,,SEBI/68772086/29,,"Laptop Sr. No. :,Place of Meeting: 6MI FLR",Vendor,NA
8.68E+11,Mumbai,Corporate,ISD1,April Jillions,6444101019,E-270/P,Realcube,Adriana McBrier,BY MAIL,08 Oct 2022 05:45AM,,,,,SEBI/34804811/15,,"Laptop Sr. No. :,Place of Meeting: 8SX FLR",Visitor,NA
5.90E+11,Mumbai,Corporate,OIAE,Stirling Bengall,3285451140,F-277/P,Rhynyx,Eldridge Barstock,AS PER NID,16 Oct 2022 10:34PM,,,Manually,,SEBI/79585349/30,,"Laptop Sr. No. :,Place of Meeting: 2QR FLR",Visitor,NA
5.20E+11,Mumbai,Corporate,LIB,Birch Glazer,8908770086,M-147/P,Avaveo,Don Sayer,AS PER NID,27 Sep 2022 09:59AM,,,Manually,,SEBI/61198272/16,,"Laptop Sr. No. :,Place of Meeting: 2RI FLR",,NA
3.05E+11,Mumbai,Corporate,IDT,Jerrilee Lowensohn,5978722498,B-625/P,Trudeo,Phyllida Cradduck,BY MAIL,06 Oct 2022 05:55PM,27/05/22 16:32,,,,SEBI/19772267/77,,"Laptop Sr. No. :,Place of Meeting: 9SO FLR",,NA
3.99E+11,Mumbai,Corporate,FMD,Charo Wedlake,9462905164,N-104/P,Wordpedia,Cecelia Spencelayh,BY CALL,22 Sep 2022 04:40AM,,,,,SEBI/68806305/06,,"Laptop Sr. No. :,Place of Meeting: 1UW FLR",,NA
2.77E+11,Mumbai,Corporate,ISD1,Deonne Fitzackerley,5643738125,O-738/P,Ntags,York Swindley,BY CALL,16 Sep 2022 08:23PM,13/11/21 00:47,,,,SEBI/66529245/68,,"Laptop Sr. No. :,Place of Meeting: 2BF FLR",Vendor,NA
8.97E+11,Mumbai,Corporate,OIAE,Anetta McConville,3494007116,U-420/P,Midel,Haslett Wurst,AS PER NID,01 Oct 2022 09:25AM,,,,,SEBI/61593023/83,,"Laptop Sr. No. :,Place of Meeting: 9EM FLR",Visitor,NA
9.18E+11,Mumbai,Corporate,IVD,Hildagarde Vance,6622456393,D-572/P,Layo,Cristin Manssuer,BY MAIL,15 Oct 2022 05:07PM,26/10/22 12:52,,,,SEBI/28516023/87,,"Laptop Sr. No. :,Place of Meeting: 0EE FLR",Vendor,NA
2.16E+11,Mumbai,Corporate,FMD,Theresa Sterman,1332213485,F-015/P,Zooxo,Travus Staddart,BY CALL,16 Oct 2022 06:00AM,09/12/21 08:16,,,,SEBI/00849354/89,,"Laptop Sr. No. :,Place of Meeting: 4RY FLR",Visitor,NA
4.77E+11,Mumbai,Corporate,IDT,Cassy Hurn,9583709747,L-668/P,Skipfire,Cornall Oury,BY CALL,06 Oct 2022 01:09AM,,,,,SEBI/62219351/72,,"Laptop Sr. No. :,Place of Meeting: 0TG FLR",Vendor,NA
3.03E+11,Mumbai,Corporate,MIRSD,Sean Sarll,2673230360,E-188/P,Feedspan,Randee Ogden,BY MAIL,17 Sep 2022 08:05AM,10/12/22 19:08,,Manually,,SEBI/46358944/27,,"Laptop Sr. No. :,Place of Meeting: 3MQ FLR",Visitor,NA
1.34E+11,Mumbai,Corporate,OIAE,Adel Roddie,2906841286,K-855/P,Ntags,Perla Clever,AS PER NID,02 Nov 2022 04:24AM,,,,,SEBI/02178580/33,,"Laptop Sr. No. :,Place of Meeting: 5CW FLR",Visitor,NA
6.82E+11,Mumbai,,ISD1,Lane Wildt,6038639436,N-010/P,Edgewire,Emmy De Miranda,,21 Sep 2022 06:50AM,17/10/22 07:30,,Manually,,SEBI/45032770/85,,"Laptop Sr. No. :,Place of Meeting: 9MY FLR",Visitor,NA
2.89E+11,Mumbai,Corporate,ISD1,Estele O' Cuolahan,6965804174,D-115/P,Devpoint,Daren Mitkcov,BY CALL,12 Oct 2022 11:53PM,22/01/22 03:34,,,,SEBI/00459860/83,,"Laptop Sr. No. :,Place of Meeting: 1JB FLR",Visitor,NA
9.04E+11,Mumbai,,OCH,Madlen Schubuser,8928769334,W-975/P,Edgeclub,Garv Sigart,,23 Oct 2022 03:49AM,16/02/22 08:15,,,,SEBI/56786294/23,,"Laptop Sr. No. :,Place of Meeting: 5AI FLR",Vendor,NA
6.53E+11,Mumbai,Corporate,MIRSD,Ki Jeacop,2522063252,H-695/P,Meedoo,Fonzie Obey,AS PER NID,22 Oct 2022 03:08AM,,,,,SEBI/70496360/94,,"Laptop Sr. No. :,Place of Meeting: 9WK FLR",Vendor,NA
6.86E+11,Mumbai,,IVD,Munmro Iapico,7587241311,S-823/P,Zoombox,Ravi Grzesiak,,10 Sep 2022 03:16PM,16/11/22 06:39,,,,SEBI/09031929/22,,"Laptop Sr. No. :,Place of Meeting: 9UV FLR",Vendor,NA
9.82E+11,Mumbai,Corporate,CFD,Antonin Warlock,1573766591,C-789/P,Topdrive,Marjy Greet,BY CALL,28 Sep 2022 12:17AM,,,Manually,,SEBI/38576513/73,,"Laptop Sr. No. :,Place of Meeting: 0QT FLR",Visitor,NA
6.97E+11,Mumbai,Corporate,IVD,Leonie Lindenboim,3185955673,U-431/P,Twitterbeat,Daron Underhill,AS PER NID,28 Sep 2022 02:02AM,,,Manually,,SEBI/47890404/66,,"Laptop Sr. No. :,Place of Meeting: 8XK FLR",,NA
3.35E+11,Mumbai,Corporate,GSD,Gabriell Yarnton,5478323891,T-768/P,Twitterbridge,Aviva Cherry Holme,BY MAIL,09 Oct 2022 07:50AM,06/12/22 20:26,,Manually,,SEBI/12854323/29,,"Laptop Sr. No. :,Place of Meeting: 4MK FLR",,NA
8.92E+11,Mumbai,Corporate,MIRSD,Elsie Guymer,1249457552,I-738/P,Photolist,Letizia Lockyer,BY CALL,27 Sep 2022 09:55PM,,,,,SEBI/59197661/28,,"Laptop Sr. No. :,Place of Meeting: 9FY FLR",,NA
2.01E+11,Mumbai,Corporate,ISD1,Gayla Martill,8988176758,V-500/P,Brightdog,Derrick Gelling,AS PER NID,31 Oct 2022 04:39AM,18/11/22 14:06,,,,SEBI/81551533/78,,"Laptop Sr. No. :,Place of Meeting: 6VT FLR",,NA
2.52E+11,Mumbai,Corporate,FMD,Tandi Jardein,4682482230,O-945/P,Riffpath,Natalie Ruddy,BY CALL,19 Oct 2022 08:28AM,,,,,SEBI/69114478/80,,"Laptop Sr. No. :,Place of Meeting: 1EU FLR",Vendor,NA
8.53E+11,Mumbai,Corporate,IVD,Stephana Paintain,1866840050,N-399/P,Kayveo,Christen Stambridge,BY MAIL,31 Oct 2022 11:59AM,,,,,SEBI/59638221/27,,"Laptop Sr. No. :,Place of Meeting: 2YA FLR",Visitor,NA
7.46E+11,Mumbai,,FMD,Felecia Gabites,2174018525,K-643/P,Blogtag,Carr Tydd,,12 Sep 2022 11:28AM,,,,,SEBI/26201865/34,,"Laptop Sr. No. :,Place of Meeting: 9PH FLR",Visitor,NA
5.15E+11,Mumbai,Corporate,CFD,Addi Hellis,1591485471,M-667/P,Voonder,Chad Lowing,BY MAIL,30 Sep 2022 06:40PM,28/01/22 11:47,,Manually,,SEBI/43250433/58,,"Laptop Sr. No. :,Place of Meeting: 8KZ FLR",,NA
5.85E+11,Mumbai,Corporate,IDT,Onfroi Lutz,8133753264,Z-698/P,Realfire,Alica Mellodey,BY MAIL,22 Sep 2022 03:16AM,26/12/22 13:27,,,,SEBI/20758888/83,,"Laptop Sr. No. :,Place of Meeting: 0FO FLR",,NA
4.18E+11,Mumbai,,IDT,Dianna Winfred,9489640051,U-130/P,Fivechat,Sophi Merck,,10 Oct 2022 02:18AM,22/07/22 07:22,,Manually,,SEBI/89136015/09,,"Laptop Sr. No. :,Place of Meeting: 9DU FLR",Visitor,NA
7.57E+11,Mumbai,Corporate,OIAE,Phedra Palke,3143577534,M-970/P,Bluezoom,Dene Gearty,AS PER NID,30 Sep 2022 09:35PM,14/12/22 13:30,,,,SEBI/48669371/21,,"Laptop Sr. No. :,Place of Meeting: 6EU FLR",,NA
9.99E+11,Mumbai,,MIRSD,Reilly Hughlin,3538000601,C-369/P,Vitz,Bink Antonchik,,14 Oct 2022 03:07PM,,,,,SEBI/51309075/88,,"Laptop Sr. No. :,Place of Meeting: 7OH FLR",Vendor,NA
1.61E+11,Mumbai,Corporate,CFD,Carlie M'cowis,7096127687,I-243/P,Jabbercube,Tera Perche,AS PER NID,20 Oct 2022 05:40PM,,,,,SEBI/37261960/63,,"Laptop Sr. No. :,Place of Meeting: 9PL FLR",Vendor,NA
2.06E+11,Mumbai,Corporate,LIB,Wald Breitling,9295462780,F-236/P,Minyx,Shanna Sandwith,BY CALL,13 Oct 2022 12:09PM,19/08/22 16:13,,Manually,,SEBI/77925275/11,,"Laptop Sr. No. :,Place of Meeting: 5VT FLR",,NA
5.16E+11,Mumbai,Corporate,MIRSD,Thor Adshede,9632037348,K-958/P,Photojam,Herman Bambrough,AS PER NID,12 Sep 2022 06:09AM,,,,,SEBI/26536055/73,,"Laptop Sr. No. :,Place of Meeting: 8XQ FLR",Visitor,NA
9.86E+11,Mumbai,Corporate,FMD,Bryan Baake,8543868641,R-318/P,Yakijo,Melly Leadstone,AS PER NID,10 Oct 2022 05:04PM,,,,,SEBI/48092386/64,,"Laptop Sr. No. :,Place of Meeting: 8CZ FLR",Vendor,NA
9.61E+11,Mumbai,Corporate,LIB,Adam Puffett,8558776949,L-238/P,Blogspan,Jerrold Shoebottom,AS PER NID,07 Oct 2022 02:04PM,14/03/22 09:10,,,,SEBI/34036789/37,,"Laptop Sr. No. :,Place of Meeting: 5JC FLR",Visitor,NA
8.61E+11,Mumbai,Corporate,ISD1,Erda Abelson,7384443451,I-946/P,Topicware,Neddie Waggatt,BY CALL,28 Oct 2022 04:28PM,05/11/21 21:19,,,,SEBI/25929806/48,,"Laptop Sr. No. :,Place of Meeting: 7YZ FLR",Visitor,NA
5.51E+11,Mumbai,Corporate,FMD,Arnold Coger,5084627022,M-339/P,Trudoo,Cleopatra Dibble,BY CALL,29 Sep 2022 02:40AM,25/10/22 01:25,,,,SEBI/98327097/85,,"Laptop Sr. No. :,Place of Meeting: 1DA FLR",Visitor,NA
3.78E+11,Mumbai,,IDT,Valentina Ellsworthe,7022247178,Q-523/P,Yata,Mycah Sommerville,,02 Oct 2022 05:00AM,02/07/22 03:54,,Manually,,SEBI/42563615/26,,"Laptop Sr. No. :,Place of Meeting: 4ZP FLR",Visitor,NA
7.38E+11,Mumbai,,OIAE,Salomone Pearcey,5959779341,B-127/P,Skajo,Freida Tilney,,28 Oct 2022 12:36AM,15/11/22 06:01,,Manually,,SEBI/86940169/96,,"Laptop Sr. No. :,Place of Meeting: 7SY FLR",Visitor,NA
5.75E+11,Mumbai,Corporate,OCH,Silas Ronnay,6897590259,Q-502/P,Skyba,Glenden O'Dunniom,BY CALL,05 Sep 2022 07:13AM,18/11/21 09:52,,,,SEBI/76443440/62,,"Laptop Sr. No. :,Place of Meeting: 3LI FLR",Visitor,NA
5.87E+11,Mumbai,Corporate,OCH,Kissie Blade,9631494992,E-340/P,Skiba,Gabie Brandone,BY CALL,29 Oct 2022 04:27PM,,,,,SEBI/30987004/65,,"Laptop Sr. No. :,Place of Meeting: 4DT FLR",Visitor,NA
2.27E+11,Mumbai,Corporate,PNS,Carney Sturzaker,2757618701,I-412/P,Kanoodle,Esra Leuchars,BY MAIL,26 Oct 2022 07:31PM,,,,,SEBI/29061291/34,,"Laptop Sr. No. :,Place of Meeting: 1HY FLR",Visitor,NA
